Rk,Player,Age,Team,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player-additional
1,Julio Rodríguez,24,SEA,6.8,160,710,652,106,174,31,4,32,95,30,6,44,152,0.267,0.324,0.474,0.798,126,0.353,133,309,15,12,0,2,5,*8/DH,ASMVP-6,rodriju01
2,Randy Arozarena,30,SEA,4,160,709,613,95,146,32,1,27,76,31,6,64,191,0.238,0.334,0.426,0.76,117,0.341,124,261,9,27,0,5,2,*7/D,AS,arozara01
3,Cal Raleigh#,28,SEA,7.4,159,705,596,110,147,24,0,60,125,14,4,97,188,0.247,0.359,0.589,0.948,167,0.392,165,351,6,9,0,3,17,*2D/H,ASMVP-2SS,raleica01
4,Brent Rooker,30,ATH,2.3,162,699,626,92,164,40,3,30,89,6,1,65,155,0.262,0.335,0.479,0.814,118,0.353,125,300,13,5,0,2,4,*D9/7H,AS,rookebr01
5,Jarren Duran*,28,BOS,4.7,157,696,620,86,159,41,13,16,84,24,6,60,169,0.256,0.332,0.442,0.774,117,0.345,118,274,6,12,1,3,1,*78/H9D,,duranja01
6,Steven Kwan*,27,CLE,3.7,156,693,625,81,170,29,1,11,56,21,5,55,60,0.272,0.33,0.374,0.705,98,0.312,94,234,3,3,3,7,2,*7/D8,ASGG,kwanst01
7,Bobby Witt Jr.,25,KCR,7.1,157,687,623,99,184,47,6,23,88,38,9,49,125,0.295,0.351,0.501,0.852,135,0.37,136,312,7,8,0,7,8,*6/D,ASMVP-4GGSS,wittbo02
8,Vinnie Pasquantino*,27,KCR,2.4,160,682,621,72,164,33,1,32,113,1,0,49,107,0.264,0.323,0.475,0.798,119,0.343,121,295,14,7,0,5,5,*3D,,pasquvi01
9,Vladimir Guerrero Jr.,26,TOR,4.6,156,680,589,96,172,34,0,23,84,6,3,81,94,0.292,0.381,0.467,0.848,133,0.365,133,275,17,6,0,4,8,*3D/H,ASMVP-13,guerrvl02
10,Aaron Judge,33,NYY,9.7,152,679,541,137,179,30,2,53,114,12,5,124,160,0.331,0.457,0.688,1.144,213,0.461,212,372,16,7,0,7,36,9D/H,ASMVP-1SS,judgeaa01
11,José Ramírez#,32,CLE,5.8,158,673,593,103,168,34,3,30,85,44,7,66,74,0.283,0.36,0.503,0.863,139,0.372,134,298,9,8,0,5,22,*5D,ASMVP-3SS,ramirjo01
12,Maikel Garcia,25,KCR,5.8,160,666,595,81,170,39,5,16,74,23,9,62,84,0.286,0.351,0.449,0.8,122,0.348,123,267,14,1,3,5,0,*564/8DH9,ASMVP-14GG,garcima01
13,Taylor Ward,31,LAA,2.7,157,663,579,86,132,31,2,36,103,4,1,75,175,0.228,0.317,0.475,0.792,119,0.342,117,275,13,3,0,6,1,*7/DH,,wardta01
14,Cody Bellinger*,29,NYY,5.1,152,656,588,89,160,25,5,29,98,13,2,57,90,0.272,0.334,0.48,0.813,123,0.349,123,282,8,2,0,9,1,*798/3H,MVP-14,bellico01
15,Riley Greene*,24,DET,2.2,157,655,600,84,155,31,1,36,111,2,1,46,201,0.258,0.313,0.493,0.806,120,0.343,118,296,14,4,0,5,1,*7D8/H9,ASMVP-17SS,greenri03
16,Jose Altuve,35,HOU,0.5,155,654,588,80,156,24,1,26,77,10,6,55,109,0.265,0.329,0.442,0.771,112,0.331,110,260,20,4,1,6,5,4D7/H,,altuvjo01
17,J.P. Crawford*,30,SEA,3.8,157,654,570,69,151,24,0,12,58,8,1,74,122,0.265,0.352,0.37,0.722,109,0.322,113,211,11,3,6,1,1,*6/H,,crawfjp01
18,Trevor Story,32,BOS,3.8,157,654,612,91,161,29,0,25,96,31,1,33,176,0.263,0.308,0.433,0.741,107,0.333,105,265,3,7,1,1,1,*6/HD,,storytr01
19,Junior Caminero,21,TBR,4.4,154,653,602,93,159,28,0,45,110,7,1,41,125,0.264,0.311,0.535,0.846,130,0.366,136,322,31,3,0,7,1,*5/DH3,ASMVP-9,caminju01
20,Yandy Díaz,33,TBR,3.4,150,651,583,79,175,29,1,25,83,3,1,57,92,0.3,0.366,0.482,0.848,135,0.364,136,281,12,6,0,5,4,*D3,MVP-18,diazya01
21,Gunnar Henderson*,24,BAL,5.3,154,651,577,85,158,34,5,17,68,30,5,62,137,0.274,0.349,0.438,0.787,120,0.349,122,253,7,7,0,5,6,*6/DH,,hendegu01
22,Jackson Holliday*,21,BAL,1,149,649,586,70,142,21,3,17,55,17,11,56,140,0.242,0.314,0.375,0.69,94,0.305,97,220,4,6,0,1,1,*4/6DH,,hollija01
23,Spencer Torkelson,25,DET,2.3,155,649,563,82,135,27,1,31,78,2,1,72,169,0.24,0.333,0.456,0.789,117,0.339,116,257,12,9,0,5,6,*3D/H,,torkesp01
24,Salvador Perez,35,KCR,0.4,155,641,597,54,141,35,0,30,100,0,0,28,125,0.236,0.284,0.446,0.729,100,0.311,97,266,14,12,0,1,5,2D3,,perezsa02
25,Christian Walker,34,HOU,0.2,154,640,585,72,139,24,1,27,88,2,1,40,177,0.238,0.297,0.421,0.717,97,0.312,96,246,10,11,0,4,1,*3/DH,,walkech02
26,Lawrence Butler*,24,ATH,1.9,152,630,569,83,133,30,2,21,63,22,7,59,179,0.234,0.306,0.404,0.71,91,0.313,95,230,7,0,2,0,0,*98H,,butlela01
27,Bo Bichette,27,TOR,3.5,139,628,582,78,181,44,1,18,94,4,3,40,91,0.311,0.357,0.483,0.84,129,0.364,132,281,17,3,0,3,2,*6/DH,MVP-16,bichebo01
28,Gleyber Torres,28,DET,2.9,145,628,532,79,136,22,0,16,74,4,1,85,101,0.256,0.358,0.387,0.745,108,0.336,113,206,11,4,0,7,0,*4D/H,AS,torregl01
29,Tyler Soderstrom*,23,ATH,4.3,158,624,561,75,155,34,1,25,93,8,3,55,141,0.276,0.346,0.474,0.82,120,0.352,125,266,18,6,0,2,2,73H/D,,soderty01
30,Anthony Volpe,24,NYY,1.6,153,596,539,65,114,32,4,19,72,18,8,43,150,0.212,0.272,0.391,0.663,82,0.287,80,211,10,4,3,7,0,*6/H,,volpean01
31,Ernie Clement,29,TOR,4.3,157,588,545,83,151,35,2,9,50,6,5,27,61,0.277,0.313,0.398,0.711,95,0.306,91,217,13,4,7,5,1,5463H,,clemeer01
32,Ceddanne Rafaela,24,BOS,4.7,156,587,546,84,136,34,4,16,63,20,5,28,117,0.249,0.295,0.414,0.708,98,0.309,92,226,9,8,3,2,0,*84/H,GG,rafaece01
33,George Springer,35,TOR,4.8,140,586,498,106,154,27,1,32,84,18,1,69,111,0.309,0.399,0.56,0.959,161,0.414,165,279,14,8,0,4,3,D978/H,MVP-7SS,springe01
34,Carlos Correa,30,2TM,1.5,144,584,537,63,148,29,0,13,52,0,0,45,113,0.276,0.332,0.402,0.734,103,0.323,103,216,19,1,0,1,0,65/H,,correca01
34,Carlos Correa,30,MIN,0.1,93,364,337,40,90,19,0,7,31,0,0,26,68,0.267,0.319,0.386,0.704,94,0.308,91,130,12,0,0,1,0,6/H,,correca01
34,Carlos Correa,30,HOU,1.3,51,220,200,23,58,10,0,6,21,0,0,19,45,0.29,0.355,0.43,0.785,117,0.349,123,86,7,1,0,0,0,05월 06일,,correca01
35,Trent Grisham*,28,NYY,3.5,143,581,494,87,116,9,1,34,74,3,2,82,137,0.235,0.348,0.464,0.811,123,0.363,135,229,7,4,0,1,0,*8/H,,grishtr01
36,Jo Adell,26,LAA,1.2,152,573,526,63,124,18,1,37,98,5,1,33,151,0.236,0.293,0.485,0.778,114,0.335,112,255,10,10,0,1,0,*89/HD,,adelljo01
37,Wyatt Langford,23,TEX,5.6,134,573,489,73,118,25,1,22,62,22,6,74,151,0.241,0.344,0.431,0.775,128,0.342,130,211,9,5,0,5,3,*78/H,,langfwy01
38,Miguel Vargas,25,CHW,1.9,138,569,504,80,118,32,2,16,60,6,0,56,100,0.234,0.316,0.401,0.717,100,0.315,98,202,9,6,0,3,0,53/DH7,,vargami01
39,Yainer Diaz,26,HOU,2.7,143,567,542,56,139,25,1,20,70,1,1,20,95,0.256,0.284,0.417,0.701,92,0.309,94,226,13,2,0,3,2,*2D/H,,diazya02
40,Jonathan India,28,KCR,0.3,136,567,497,63,116,29,0,9,45,0,4,54,106,0.233,0.323,0.346,0.669,88,0.299,91,172,10,13,1,2,0,4D75/H,,indiajo01
41,Trevor Larnach*,28,MIN,0.1,142,567,503,62,126,24,1,17,60,4,4,53,122,0.25,0.323,0.404,0.727,99,0.323,103,203,19,4,0,6,2,D97H,,larnatr01
42,Nolan Schanuel*,23,LAA,1.3,132,564,488,64,129,23,1,12,53,5,1,59,71,0.264,0.353,0.389,0.742,110,0.329,108,190,10,10,3,4,4,*3,,schanno01
43,Josh Smith*,27,TEX,3,144,563,495,70,124,23,2,10,35,12,3,55,100,0.251,0.335,0.366,0.7,108,0.318,113,181,3,8,3,1,2,653HD/7948,,smithjo11
44,Mike Trout,33,LAA,1.5,130,556,456,73,106,14,1,26,64,2,0,87,178,0.232,0.359,0.439,0.797,124,0.341,117,200,7,6,0,6,10,D9/H,,troutmi01
45,Zach Neto,24,LAA,5.1,128,554,502,82,129,29,1,26,62,26,9,33,149,0.257,0.319,0.474,0.793,120,0.341,115,238,5,14,2,3,6,*6/H,,netoza01
46,Brandon Lowe*,30,TBR,1.9,134,553,507,79,130,19,0,31,83,3,2,38,149,0.256,0.307,0.477,0.785,115,0.337,117,242,6,2,0,6,1,*4/DH3,AS,lowebr01
47,Adolis García,32,TEX,2.7,135,547,507,58,115,28,0,19,75,13,4,28,135,0.227,0.271,0.394,0.665,94,0.291,94,200,9,5,0,7,1,*9/DH,,garciad02
48,Lenyn Sosa,25,CHW,0.8,140,544,518,57,137,20,1,22,75,2,1,18,127,0.264,0.293,0.434,0.727,101,0.316,101,225,11,4,1,3,0,43D/H5,,sosale01
49,Jeremy Peña,27,HOU,5.6,125,543,493,68,150,30,2,17,62,20,2,35,93,0.304,0.363,0.477,0.84,132,0.368,132,235,9,12,1,2,2,*6/HD,ASMVP-10,penaje02
50,Byron Buxton,31,MIN,4.9,126,542,488,97,129,21,7,35,83,24,0,41,148,0.264,0.327,0.551,0.878,136,0.383,139,269,0,7,0,6,5,*8/D,ASMVP-11SS,buxtoby01
51,Luis Rengifo#,28,LAA,0.4,147,541,501,55,119,16,3,9,43,10,7,33,104,0.238,0.287,0.335,0.622,75,0.276,72,168,7,3,1,3,0,54H/9768D,,rengilu01
52,Paul Goldschmidt,37,NYY,1.2,146,534,489,76,134,31,1,10,45,5,1,36,100,0.274,0.328,0.403,0.731,102,0.321,104,197,8,4,0,2,5,*3H/D8,,goldspa01
53,Marcus Semien,34,TEX,3.3,127,534,470,62,108,16,1,15,62,11,1,50,93,0.23,0.305,0.364,0.669,98,0.301,100,171,8,5,0,9,0,*4,GG,semiema01
54,Jazz Chisholm Jr.*,27,NYY,4.2,130,531,462,75,112,15,1,31,80,31,8,58,148,0.242,0.332,0.481,0.813,123,0.357,127,222,3,6,1,4,1,45/H,ASSS,chishja01
55,Kyle Manzardo*,24,CLE,0.4,142,531,470,47,110,19,2,27,70,2,0,48,135,0.234,0.313,0.455,0.768,112,0.331,109,214,7,8,0,5,2,D3H,,manzaky01
56,Ben Rice*,26,NYY,2.3,138,530,467,74,119,28,4,26,65,3,2,50,100,0.255,0.337,0.499,0.836,129,0.355,130,233,18,9,0,2,0,3D2H,,ricebe01
57,Brooks Lee#,24,MIN,-0.8,139,527,487,50,115,15,1,16,64,3,1,31,92,0.236,0.285,0.37,0.654,79,0.289,77,180,11,4,0,5,0,654H/D,,leebr02
58,Jorge Polanco#,31,SEA,2.6,138,524,471,64,125,30,0,26,78,6,3,42,82,0.265,0.326,0.495,0.821,132,0.348,134,233,7,3,3,5,1,D4H/53,,polanjo01
59,Shea Langeliers,27,ATH,3.9,123,523,481,73,133,32,0,31,72,7,1,36,103,0.277,0.325,0.536,0.861,128,0.363,131,258,10,1,0,5,1,2D/H,,langesh01
60,Jacob Wilson,23,ATH,3,125,523,486,62,151,26,0,13,63,5,2,27,39,0.311,0.355,0.444,0.8,116,0.354,127,216,16,7,2,1,1,*6/D,ASMVP-18ROY-2,wilsoja05
61,Josh Jung,27,TEX,1.4,131,511,482,53,121,23,1,14,61,4,1,27,129,0.251,0.294,0.39,0.684,101,0.301,102,188,10,2,0,0,0,*5/DH,,jungjo01
62,Zach McKinstry*,30,DET,2.8,144,511,452,68,117,23,11,12,49,19,5,46,111,0.259,0.333,0.438,0.771,113,0.336,111,198,6,7,1,5,1,5697H/4D13,ASSS,mckinza01
63,Alejandro Kirk,26,TOR,2.3,130,506,451,45,127,18,0,15,76,1,0,48,59,0.282,0.348,0.421,0.769,111,0.334,110,190,16,1,0,6,2,*2H/D,AS,kirkal01
64,Chase Meidroth,23,CHW,1.3,122,505,450,54,114,15,0,5,23,14,4,45,72,0.253,0.329,0.32,0.649,84,0.303,89,144,14,6,3,1,0,64/H,,meidrch01
65,Addison Barger*,25,TOR,1.2,135,502,460,61,112,32,1,21,74,4,1,36,121,0.243,0.301,0.454,0.756,105,0.32,100,209,8,3,0,2,4,59H/D,,bargead01
66,Alex Bregman,31,BOS,3.5,114,495,433,64,118,28,0,18,62,1,1,51,70,0.273,0.36,0.462,0.821,131,0.357,130,200,12,9,0,2,3,*5/HD,AS,bregmal01
67,Cam Smith,22,HOU,1.9,134,493,441,55,104,21,3,9,51,8,1,43,137,0.236,0.312,0.358,0.671,87,0.304,88,158,11,7,0,2,0,*9H/D,ROY-10,smithca07
68,Ty France,30,2TM,1,138,490,444,50,114,25,0,7,52,1,0,22,83,0.257,0.32,0.36,0.681,88,0.307,90,160,11,21,0,3,1,*3H/D4,GG,francty01
68,Ty France,30,MIN,0.8,101,387,350,41,88,19,0,6,44,1,0,19,63,0.251,0.32,0.357,0.678,87,0.309,91,125,8,17,0,1,0,3/H4,,francty01
68,Ty France,30,TOR,0.2,37,103,94,9,26,6,0,1,8,0,0,3,20,0.277,0.32,0.372,0.693,91,0.299,84,35,3,4,0,2,1,3H/D,,francty01
69,Nick Kurtz*,22,ATH,5.4,117,489,420,90,122,26,2,36,86,2,1,63,151,0.29,0.383,0.619,1.002,166,0.418,174,260,4,2,0,3,3,*3/DH,MVP-12ROY-1SS,kurtzni01
70,Angel Martínez#,23,CLE,-0.7,139,484,446,56,100,23,2,11,45,8,2,23,110,0.224,0.269,0.359,0.628,74,0.275,68,160,8,6,5,4,0,*84H/97,,martian02
71,Gabriel Arias,25,CLE,1.1,129,471,432,44,95,25,2,11,54,8,4,27,162,0.22,0.274,0.363,0.638,77,0.277,70,157,8,7,1,4,1,64/5H,,ariasga01
72,Andrew Benintendi*,30,CHW,1,116,470,420,57,101,16,2,20,63,1,0,40,82,0.24,0.307,0.431,0.738,104,0.322,105,181,5,3,0,6,2,7D/H,,beninan01
73,Dillon Dingler,26,DET,3.1,126,469,435,54,121,21,2,13,57,0,0,23,110,0.278,0.327,0.425,0.752,108,0.329,109,185,5,9,0,1,2,*2/HD,GG,dingldi01
74,Colt Keith*,23,DET,1.5,137,468,414,65,106,22,2,13,45,1,1,48,102,0.256,0.333,0.413,0.746,107,0.326,107,171,7,2,0,4,1,D54H3,,keithco01
75,Kerry Carpenter*,27,DET,1.8,130,464,433,66,109,18,5,26,62,1,1,18,106,0.252,0.291,0.497,0.788,114,0.335,114,215,3,7,0,2,0,9D7H,,carpeke01
76,Ryan Jeffers,28,MIN,1.2,119,464,406,47,108,26,0,9,47,1,1,50,91,0.266,0.356,0.397,0.752,108,0.332,109,161,9,7,0,1,1,2D/H,,jeffery01
77,Carlos Santana#,39,CLE,1.3,116,455,396,49,89,10,0,11,52,7,0,52,86,0.225,0.316,0.333,0.65,83,0.296,82,132,7,3,0,4,1,3D/H5,,santaca01
78,Logan O'Hoppe,25,LAA,-0.2,119,451,423,35,90,8,1,19,43,2,1,24,139,0.213,0.258,0.371,0.629,75,0.275,69,157,12,2,1,1,0,2H/D,,ohopplo01
79,Austin Wells*,25,NYY,0.1,126,448,401,51,88,22,1,21,71,5,1,30,118,0.219,0.275,0.436,0.712,94,0.305,92,175,10,5,0,11,0,*2/HD,,wellsau01
80,Carlos Narváez,26,BOS,2.6,118,446,403,51,97,27,0,15,50,1,1,38,111,0.241,0.306,0.419,0.726,103,0.311,97,169,12,1,2,2,0,*2/HD,ROY-6,narvaca01
81,Corey Seager*,31,TEX,6.2,102,445,380,61,103,19,0,21,50,3,0,58,87,0.271,0.373,0.487,0.86,153,0.37,153,185,13,5,0,2,10,6/D,,seageco01
82,Chandler Simpson*,24,TBR,0.4,109,441,414,53,122,15,3,0,26,44,12,20,43,0.295,0.326,0.345,0.671,88,0.306,86,143,10,0,3,2,0,87/HD9,ROY-13,simpsch01
83,Nathan Lukes*,30,TOR,2,135,438,388,55,99,19,2,12,65,2,4,38,60,0.255,0.323,0.407,0.73,100,0.313,97,158,12,2,7,3,2,*978H/D,,lukesna01
84,Isaac Paredes,26,HOU,2.3,102,438,378,53,96,15,1,20,53,0,1,50,76,0.254,0.352,0.458,0.809,123,0.353,127,173,10,8,0,2,0,5D/H,AS,paredis01
85,Javier Báez,32,DET,1.9,126,437,417,55,107,17,3,12,57,5,1,10,109,0.257,0.282,0.398,0.68,87,0.297,84,166,8,6,0,3,0,6854/H,AS,baezja01
86,Josh Lowe*,27,TBR,0.1,108,435,396,56,87,21,2,11,40,18,4,33,109,0.22,0.283,0.366,0.65,80,0.289,77,145,7,3,1,2,1,9/HD,,lowejo01
87,Jonah Heim#,30,TEX,0.4,124,433,395,38,84,14,0,11,43,3,0,32,88,0.213,0.271,0.332,0.602,78,0.276,83,131,10,1,1,4,0,2DH,,heimjo01
88,Luis Robert Jr.,27,CHW,1.4,110,431,382,52,85,12,0,14,53,33,8,40,112,0.223,0.297,0.364,0.661,85,0.307,88,139,8,2,1,3,3,8/DH,,roberlu01
89,Jasson Domínguez#,22,NYY,0.5,123,429,381,58,98,18,1,10,47,23,5,41,115,0.257,0.331,0.388,0.719,100,0.324,102,148,5,3,0,4,1,7HD,ROY-13,dominja01
90,Jake Mangum#,29,TBR,1.6,118,428,405,37,120,18,1,3,40,27,6,19,64,0.296,0.33,0.368,0.698,95,0.313,93,149,4,2,1,1,0,*789/HD,,manguja01
91,Jonathan Aranda*,27,TBR,3.5,106,422,370,56,117,22,0,14,59,0,2,41,107,0.316,0.393,0.489,0.883,145,0.377,147,181,9,8,0,3,3,3DH,AS,arandjo01
92,Daniel Schneemann*,28,CLE,1.9,131,422,379,48,78,18,1,12,41,9,3,38,117,0.206,0.283,0.354,0.636,77,0.288,77,134,4,3,1,1,1,458H96/7D,,schneda04
93,Wilyer Abreu*,26,BOS,3.2,115,417,373,53,92,17,0,22,69,6,3,40,101,0.247,0.317,0.469,0.786,119,0.332,112,175,8,0,1,3,5,9H/D,GG,abreuwi02
94,Bo Naylor*,25,CLE,1.5,123,414,359,46,70,22,1,14,47,1,2,45,99,0.195,0.282,0.379,0.661,84,0.289,80,136,4,1,3,6,0,*2H,,naylobo01
95,Kyle Isbel*,28,KCR,1.6,135,409,368,42,94,16,4,4,33,4,5,23,74,0.255,0.301,0.353,0.654,82,0.284,80,130,7,2,13,3,0,*8/H,,isbelky01
96,Nolan Jones*,27,CLE,-1.1,136,403,355,34,75,14,2,5,34,8,3,39,113,0.211,0.296,0.304,0.6,70,0.272,66,108,6,5,1,3,1,*98H7/D,,jonesno01
97,Royce Lewis,26,MIN,0.6,106,403,376,36,89,18,0,13,52,12,2,25,80,0.237,0.283,0.388,0.671,83,0.303,85,146,7,0,0,2,0,5/DH,,lewisro02
98,Edgar Quero#,22,CHW,1.2,111,403,365,31,98,17,0,5,36,0,1,32,71,0.268,0.333,0.356,0.689,94,0.308,96,130,8,4,0,2,0,2DH,,queroed01
99,Mauricio Dubón,30,HOU,1.7,133,398,369,43,89,21,0,7,33,3,0,24,42,0.241,0.289,0.355,0.644,78,0.281,72,131,12,1,3,1,0,74658H/39,GG,dubonma01
100,Matt Wallner*,27,MIN,0.6,104,392,336,47,68,16,3,22,40,4,3,46,114,0.202,0.311,0.464,0.776,110,0.337,113,156,3,8,0,2,0,9D/H,,wallnma01
101,Ramón Urías,31,2TM,2.2,112,391,352,33,85,17,0,11,44,3,0,27,88,0.241,0.292,0.384,0.675,88,0.296,86,135,6,2,0,10,0,54H/3D,,uriasra01
101,Ramón Urías,31,BAL,1.5,77,290,258,27,64,12,0,8,34,2,0,21,60,0.248,0.3,0.388,0.688,92,0.301,91,100,5,2,0,9,0,5/H3D4,,uriasra01
101,Ramón Urías,31,HOU,0.7,35,101,94,6,21,5,0,3,10,1,0,6,28,0.223,0.267,0.372,0.64,76,0.285,74,35,1,0,0,1,0,45/H,,uriasra01
102,Victor Caratini#,31,HOU,0.9,114,386,344,35,89,14,0,12,46,1,0,23,65,0.259,0.324,0.404,0.728,101,0.319,101,139,8,13,0,6,0,2DH3,,caratvi01
103,Mike Tauchman*,34,CHW,1.9,93,385,335,44,88,17,1,9,40,0,0,45,86,0.263,0.356,0.4,0.756,112,0.339,117,134,5,4,0,1,0,9D/H,,tauchmi01
104,Wenceel Pérez#,25,DET,0.8,100,383,344,47,84,17,4,13,43,8,3,31,87,0.244,0.308,0.43,0.738,103,0.316,98,148,5,3,0,5,0,98/H7D,,perezwe01
105,Brayan Rocchio#,24,CLE,-0.3,115,383,344,34,80,18,2,5,44,8,4,22,77,0.233,0.29,0.34,0.63,77,0.278,71,117,4,8,4,5,0,64/H,,rocchbr01
106,Jake Meyers,29,HOU,2.4,104,381,343,53,100,15,2,3,24,16,5,31,67,0.292,0.354,0.373,0.727,103,0.333,109,128,9,3,2,2,0,8/H,,meyerja02
107,Kody Clemens*,29,MIN,1.2,112,379,342,46,74,12,4,19,52,5,1,28,93,0.216,0.284,0.442,0.725,96,0.31,91,151,4,5,2,2,1,3497H/18,,clemeko01
108,Jake Burger,29,TEX,0.9,103,376,356,43,84,15,1,16,53,1,1,12,93,0.236,0.269,0.419,0.687,100,0.298,100,149,3,5,0,3,0,3DH,,burgeja01
109,José Caballero,28,2TM,2.9,126,370,314,52,74,18,1,5,36,49,11,47,98,0.236,0.339,0.347,0.686,93,0.331,100,109,1,3,4,2,0,6954H7/D81,,cabaljo01
109,José Caballero,28,TBR,1.8,86,275,235,37,53,12,1,2,27,34,8,33,80,0.226,0.327,0.311,0.638,80,0.309,85,73,1,3,3,1,0,6594H/78D1,,cabaljo01
109,José Caballero,28,NYY,1.2,40,95,79,15,21,6,0,3,9,15,3,14,18,0.266,0.372,0.456,0.828,129,0.396,144,36,0,0,1,1,0,965/H47D,,cabaljo01
110,Andrés Giménez*,26,TOR,1.1,101,369,329,39,69,11,1,7,35,12,2,25,66,0.21,0.285,0.313,0.598,66,0.277,65,103,8,11,1,3,0,46/H,,gimenan01
111,Adley Rutschman#,27,BAL,1.9,90,365,322,37,71,16,2,9,29,0,0,40,57,0.22,0.307,0.366,0.673,89,0.297,89,118,8,1,0,2,0,2D/H,,rutscad01
112,Ryan O'Hearn*,31,BAL,2,94,361,311,45,88,15,1,13,43,3,1,42,63,0.283,0.374,0.463,0.837,135,0.362,136,144,10,5,0,3,3,3D9/H7,AS,ohearry01
113,Colton Cowser*,25,BAL,1,92,360,327,36,64,14,0,16,40,14,0,27,128,0.196,0.269,0.385,0.655,82,0.292,79,126,5,6,0,0,1,87/9HD,,cowseco01
114,Ryan Mountcastle,28,BAL,0.1,89,357,332,34,83,18,0,7,35,3,0,15,98,0.25,0.286,0.367,0.653,83,0.302,91,122,10,4,0,6,0,3D/H,,mountry01
115,Cedric Mullins*,30,BAL,0,91,355,314,42,72,19,0,15,49,14,4,34,85,0.229,0.305,0.433,0.738,105,0.32,103,136,2,2,1,4,0,8/DH,,mullice01
116,Jordan Westburg,26,BAL,1.6,85,352,328,59,87,10,1,17,41,1,2,17,80,0.265,0.313,0.457,0.77,113,0.334,118,150,5,6,0,1,0,54D/H,,westbjo01
117,JJ Bleday*,27,ATH,-0.3,98,344,307,48,65,17,0,14,39,1,2,36,91,0.212,0.294,0.404,0.698,87,0.3,89,124,6,0,0,1,2,89H7/D,,bledajj01
118,Willi Castro#,28,MIN,0.3,86,344,302,48,74,15,2,10,27,9,3,32,84,0.245,0.335,0.407,0.743,104,0.326,103,123,9,9,1,0,1,4795/618H,,castrwi01
119,Romy González,28,BOS,2,96,341,315,47,96,23,3,9,53,6,5,18,81,0.305,0.343,0.483,0.826,131,0.363,137,152,8,3,0,5,1,34H/D5,,gonzaro01
120,Rafael Devers*,28,BOS,2.3,73,334,272,47,74,18,0,15,58,1,1,56,76,0.272,0.401,0.504,0.905,155,0.387,153,137,7,4,0,2,7,D,,deverra01
121,Luis Urías,28,ATH,0.5,96,330,287,27,66,7,0,8,25,2,1,31,45,0.23,0.315,0.338,0.653,78,0.302,89,97,9,6,0,3,0,4/5H,,uriaslu01
122,Brooks Baldwin#,24,CHW,-0.5,103,328,300,32,72,15,1,11,38,5,0,21,86,0.24,0.29,0.407,0.697,93,0.307,92,122,9,1,4,2,0,7895H46,,baldwbr01
123,Kyle Higashioka,35,TEX,1.6,94,327,303,33,73,14,1,11,47,3,1,20,72,0.241,0.291,0.403,0.693,103,0.305,105,122,5,2,0,2,0,2D/H,,higasky01
124,Trey Sweeney*,25,DET,-0.8,118,326,296,36,58,6,2,6,32,3,1,26,92,0.196,0.258,0.291,0.548,53,0.248,49,86,2,0,0,4,0,*6H,,sweentr01
125,Michael A. Taylor,34,CHW,0.1,134,325,295,33,59,20,1,9,35,8,3,23,110,0.2,0.259,0.366,0.625,73,0.268,65,108,7,1,4,2,1,*879H/D,,taylomi02
126,Taylor Walls#,28,TBR,2.6,101,317,282,36,62,14,1,4,38,14,6,26,70,0.22,0.28,0.319,0.599,67,0.269,66,90,1,0,3,6,0,6/H45D,,wallsta01
127,Jorge Soler,33,LAA,-0.5,82,315,279,31,60,12,0,12,34,0,0,28,94,0.215,0.293,0.387,0.68,90,0.303,89,108,5,4,0,3,0,9D/H,,solerjo01
128,Rowdy Tellez*,30,2TM,-0.3,112,312,289,34,66,11,0,17,49,1,0,17,83,0.228,0.276,0.443,0.719,105,0.308,105,128,9,3,0,3,0,3H/D1,,tellero01
128,Rowdy Tellez*,30,SEA,-0.8,62,185,173,20,36,6,0,11,27,1,0,8,49,0.208,0.249,0.434,0.682,91,0.289,89,75,6,2,0,2,0,3/HD,,tellero01
128,Rowdy Tellez*,30,TEX,0.4,50,127,116,14,30,5,0,6,22,0,0,9,34,0.259,0.315,0.457,0.772,125,0.336,128,53,3,1,0,1,0,3H/D1,,tellero01
129,Harrison Bader,31,MIN,2.7,96,307,271,31,70,13,0,12,38,10,4,27,81,0.258,0.339,0.439,0.778,113,0.34,113,119,3,7,0,2,0,78H/9,,baderha01
130,Joc Pederson*,33,TEX,-0.3,96,306,265,28,48,10,1,9,26,2,0,34,65,0.181,0.285,0.328,0.614,82,0.278,84,87,5,5,0,1,0,DH/39,,pederjo01
131,Christopher Morel,26,TBR,-0.3,105,305,278,37,61,16,0,11,33,7,2,25,109,0.219,0.289,0.396,0.684,89,0.306,92,110,8,2,0,0,0,7HD/94,,morelch01
132,Roman Anthony*,21,BOS,3.1,71,303,257,48,75,18,1,8,32,4,1,40,84,0.292,0.396,0.463,0.859,143,0.375,142,119,2,5,0,1,0,97D/H,ROY-3,anthoro01
133,Myles Straw,30,TOR,2.9,137,299,267,51,70,14,1,4,32,12,1,19,50,0.262,0.313,0.367,0.68,87,0.311,87,98,5,1,11,1,0,*87H9/4,,strawmy01
